序號,開標日期,股票代號,CB代號,名稱,股本,發行規模,年期,擔保,信用評等,競拍張數,底標價,截標日,截標收盤,轉換價,訂價溢價率,理論價,最低得標,最低溢價,平均得標,平均溢價,發行券商,產業分類,合格件數,投標張數,投標倍數,投標均張,投標開始日,最高投(得)標數量(張),撥券日,得標總金額,得標手續費率(%),最高得標價格(元),承銷價格(元)
24,2020/10/21,6477,64772,安集二,11.4,3,5,無擔保,6,2550,100,2020/10/19,59.5,42.1,1.02,141.3301663,115.2,-0.184887395,120.18,-0.149650756,國泰證券,光電業,599,8781,3.443529412,14.65943239,2020/10/15,255,2020/10/30,306465660,0.5,150.1,120.18
25,2020/10/21,5306,53063,桂盟三,12.6,10,3,有擔保,4,8500,103,2020/10/19,198.5,205.2,1.0502,96.73489279,106.1,0.096812091,107.5,0.111284635,凱基證券,運動休閒,718,19924,2.344,27.74930362,2020/10/15,850,2020/10/30,913722320,1,120,107.5
26,2020/11/23,2636,26364,台驊四,12.7,3,3,無擔保,4,2550,102,2020/11/19,37.85,40,1.0363,94.625,104.2,0.101188904,105.09,0.110594452,凱基證券,航運業,480,10480,4.109803922,21.83333333,2020/11/17,255,2020/12/2,267979230,0.5,108.69,105.09
27,2020/12/1,1626,16264,艾美特四KY,14.1,4,3,無擔保,7,3460,100,2020/11/27,26.25,27,1.07,97.22222222,100,0.028571429,100,0.028571429,凱基證券,電器電纜,96,1280,0.369942197,13.33333333,2020/11/25,346,2020/12/10,129816450,0.5,106.02,100
28,2020/12/3,3489,34891,森寶一,8.31,1,3,有擔保,8,900,103,2020/12/1,13,13.85,1.14,93.86281588,105.99,0.129201154,107.48,0.145075385,合庫證券,建材營造業,223,2487,2.763333333,11.15246637,2020/11/27,90,2020/12/14,96729890,0.5,112.63,107.48
29,2020/12/4,3023,30237,信邦七,23.3,13,3,無擔保,4,11400,101,2020/12/2,206,203,1.0513,101.4778325,105.28,0.037467961,108.3,0.067228155,富邦證券,電子零組件業,1005,32101,2.815877193,31.94129353,2020/11/30,1140,2020/12/15,1234582540,0.5,158.28,108.3
30,2020/12/7,5546,55461,永固一KY,8.23,8,3,無擔保,7,6800,100,2020/12/3,83.9,78.8,1.0233,106.4720812,100.11,-0.059753516,102.41,-0.038151609,中信證券,建材營造業,427,9989,1.468970588,23.39344262,2020/12/1,680,2020/12/16,696364820,0.5,120,102.41
31,2021/1/25,6706,67061,惠特一,7.22,5,3,無擔保,5,4250,100,2021/1/21,157.5,168,1.05,93.75,108.16,0.153706667,109.28,0.165653333,凱基證券,光電業,930,22780,5.36,24.49462366,2021/1/19,425,2021/2/3,464426010,0.5,136,109.28
32,2021/2/26,3713,37131,新晶投控一,7.81,5,3,有擔保,7,4250,102,2021/2/24,54.6,53.8,1.0487,101.4869888,112.62,0.109698901,113.92,0.122508425,第一金證,綠能環保,727,22095,5.198823529,30.39202201,2021/2/22,425,2021/3/10,484175190,0.5,120,113.92
33,2021/5/4,6251,62512,定穎二,27.8,5,3,無擔保,5,4250,101,2021/4/29,22.55,23.5,1.078,95.95744681,107.7,0.122372506,110.1,0.147383592,富邦證券,電子零組件業,734,13542,3.186352941,18.44959128,2021/4/27,425,2021/5/13,467936910,0.5,121.1,110.1
34,2021/5/4,1341,13411,富林KY一,4.94,1.5,3,無擔保,6,1275,100,2021/4/29,82.4,75.8,1.0218,108.707124,112.2,0.032131068,115,0.05788835,中信證券,塑膠工業,436,6451,5.059607843,14.79587156,2021/4/27,127,2021/5/13,146628770,0.5,152.1,115
35,2021/5/6,3512,35121,皇龍一,8.4,4,3,有擔保,8,3400,100,2021/5/4,36.6,39,1.04,93.84615385,109.29,0.164565574,112.04,0.193868852,台新證券,建材營造業,420,8803,2.589117647,20.95952381,2021/4/29,340,2021/5/17,380938230,0.5,138,112.04
36,2021/5/6,6641,66411,基士德KY一,3.4,3,3,無擔保,5,2550,100,2021/5/4,71.6,76,1.05,94.21052632,101.5,0.077374302,104.64,0.110703911,永豐金證,綠能環保,189,3666,1.437647059,19.3968254,2021/4/29,255,2021/5/17,266842900,0.5,138,104.64
37,2021/6/2,6015,60151,宏遠一,33.1,7,5,無擔保,BBB,7000,100,2021/5/31,25.15,19.18,1.02,131.1261731,114.7,-0.12526998,117.8,-0.101628628,凱基證券,證券業,747,21079,3.011285714,28.21820616,2021/5/27,700,2021/6/11,824581730,0.5,151.3,117.8
38,2021/6/10,6179,61792,亞通二,7.41,2,3,有擔保,6,1700,101,2021/6/10,32.75,32.9,1.02,99.54407295,114.33,0.148536489,115.29,0.158180458,兆豐證券,其他業,613,11047,6.498235294,18.02120718,2021/6/4,170,2021/6/22,195992260,0.5,125,115.29
39,2021/7/1,2482,24822,連宇二,6.21,2,3,有擔保,7,1700,100,2021/7/1,12.5,12.65,1.0251,98.81422925,112.8,0.141536,114.15,0.155198,國票證券,其他電子業,311,6224,3.661176471,20.01286174,2021/6/25,170,2021/7/12,194053150,0.5,117.71,114.15
40,2021/7/8,6541,65481,長科一,31.2,15,5,有擔保,7,12750,102,2021/7/6,83.1,75,1.0417,110.8,118.28,0.067509025,120.56,0.088086643,凱基證券,生技醫療業,1154,41071,3.221254902,35.59012132,2021/7/2,1275,2021/7/19,1537201910,0.5,128,120.56
41,2021/7/9,8109,81091,博大一,7.76,3,3,無擔保,5,2550,100,2021/7/7,72.7,74,1.0207,98.24324324,109.8,0.117634113,111.42,0.134123796,凱基證券,電子零組件業,559,12744,4.997647059,22.79785331,2021/7/5,255,2021/7/20,284123890,0.5,116.23,111.42
42,2021/7/23,2338,23383,光罩三,25.3,20,5,無擔保,7,17200,102,2021/7/21,99,88.8,1.0242,111.4864865,112.56,0.009629091,115.23,0.033578182,凱基證券,半導體業,1154,33705,1.959593023,29.20710572,2021/7/19,1720,2021/8/3,1981888020,0.5,128,115.23
43,2021/7/23,3028,30284,增你強四,21.4,7,3,無擔保,6,5100,101,2021/7/21,27.65,29,1.0335,95.34482759,107.33,0.125703436,109.18,0.145106691,群益證券,電子通路業,562,15559,3.050784314,27.68505338,2021/7/19,510,2021/8/3,556814850,0.5,115.2,109.18
44,2021/7/26,6477,64773,安集三,11.4,5,5,無擔保,6,4250,100,2021/7/22,45.8,45.3,1.0215,101.1037528,103.88,0.027459389,106.99,0.058219869,福邦證券,光電業,321,7088,1.667764706,22.08099688,2021/7/20,425,2021/8/4,454703100,0.5,116.5,106.99
45,2021/7/26,6150,61505,撼訊五,4.49,7,3,無擔保,8,5950,100,2021/7/22,139,138.3,1.0207,100.5061461,100.23,-0.002747554,104.29,0.037647986,宏遠證券,電腦及週邊設備業,333,7459,1.253613445,22.3993994,2021/7/20,595,2021/8/4,620518730,0.5,120,104.29
46,2021/8/4,6209,62092,今國光二,16.3,3.5,3,有擔保,6,2975,100,2021/8/2,33.6,35,1.0355,96,113.3,0.180208333,115.17,0.1996875,國票證券,光電業,696,12874,4.327394958,18.49712644,2021/7/29,297,2021/8/13,342640330,0.5,123.5,115.17
47,2021/8/10,3533,35331,嘉澤一,10.3,10,3,無擔保,4,8800,102,2021/8/6,570,563.2,1.02,101.2073864,114.46,0.130945123,115.45,0.140727018,元大證券,電子零組件業,1352,37818,4.2975,27.97189349,2021/8/4,880,2021/8/19,1015932860,0.6,163.5,115.45
48,2021/8/24,3339,33394,泰谷四,4.33,3,3,有擔保,8,2550,102,2021/8/20,18.8,19.8,1.02,94.94949495,109.3,0.151138298,110.98,0.168831915,富邦證券,光電業,315,7618,2.98745098,24.18412698,2021/8/18,255,2021/9/2,282999350,0.5,116.5,110.98
