序號,股票代號,CB代號,名稱,信用評等,擔保,發行規模,轉換價格,發行年期,詢圈競拍,發行券商,產業分類,產業地位,股本大小,發行價格,到期還本價格,訂價溢價率,掛牌日期,到期日期,掛牌最高,掛牌最低
144,1730,17301,花仙子一,5,無擔保,2.0,36.8,3.0,詢圈,元大證券,化學工業,台灣最大家庭日用品廠商,6.32,100.0,101.5075,1.0484,2016-02-02,2019-02-02 00:00:00,178.0,103.5
145,1733,17331,五鼎一,4,無擔保,4.0,78.0,3.0,詢圈,元大證券,生技醫療業,以血糖儀為主之OEM大廠,10.0,,,1.03,2012-08-06,2015/07/27,111.8,99.1
146,1733,17332,五鼎二,5,無擔保,5.0,48.9,3.0,詢圈,元大證券,生技醫療業,以血糖儀為主之OEM大廠,10.0,100.0,100.7519,1.05,2015-07-15,2018-07-15 00:00:00,128.2,99.5
147,1733,17333,五鼎三,5,無擔保,4.0,33.3,3.0,詢圈,兆豐證券,生技醫療業,以血糖儀為主之OEM大廠,10.0,100.0,101.5075,1.1,2018-05-24,2021-05-24 00:00:00,123.0,100.0
148,1734,17341,杏輝一,0,,3.5,24.2,5.0,詢圈,,生技醫療業,台灣老牌學名藥製造商，並跨足保健食品及中草藥原料開發,,,,,2008-06-21,2013/06/21,172.0,100.1
149,1735,17351,日勝化一,0,,,,,詢圈,,化學工業,專業合成皮用PU樹脂製造商,,,,,,,594.0,120.0
150,1752,17521,南光一,0,,3.0,36.6,3.0,詢圈,,生技醫療業,台灣最大針劑製造廠,,,,,2010-11-22,2013/11/22,126.9,99.65
151,1752,17522,南光二,第一銀行 ,無擔保,4.0,36.2,3.0,詢圈,兆豐證券,生技醫療業,台灣最大針劑製造廠,10.1,100.0,103.03,1.01,2013-12-13,2016-12-13 00:00:00,159.0,106.25
152,1781,17811,合世一,0,,1.0,15.0,3.0,詢圈,,生技醫療業,全球前三大電子式血壓計廠,,,,,2010-01-29,2013/01/29,268.0,107.0
153,1781,17812,合世二,0,,1.5,30.2,3.0,詢圈,,生技醫療業,全球前三大電子式血壓計廠,,,,,2011-01-17,2014/01/17,200.0,100.0
154,1781,17813,合世三,華南銀行,有擔保,2.0,18.0,3.0,競拍,華南永昌,生技醫療業,全球前三大電子式血壓計廠,4.74,112.91,100.0,1.0405,2024-09-24,2027-09-24 00:00:00,116.95,100.3
155,1784,17841,訊聯一,0,,3.0,59.9,5.0,詢圈,,生技醫療業,台灣第一大臍帶血銀行與幹細胞資料庫公司,,,,,2008-03-07,2013/03/07,143.0,68.5
156,1785,17851,光洋科一,0,,,,,詢圈,,其他業電子業,全球最大硬碟靶材供應商,,,,,,,435.0,101.4
157,1785,17852,光洋科二,0,,,,,詢圈,,其他業電子業,全球最大硬碟靶材供應商,,,,,,,297.0,103.0
158,1786,17861,科妍一,6,無擔保,3.0,78.0,3.0,詢圈,元大證券,生技醫療業,台灣首家醫療級玻尿酸醫材廠,6.77,100.0,101.5075,1.05,2019-03-04,2022-03-04 00:00:00,117.0,98.5
159,1786,17862,科妍二,6,無擔保,4.0,48.25,3.0,詢圈,統一證券,生技醫療業,台灣首家醫療級玻尿酸醫材廠,6.77,100.0,103.0301,1.06,2022-10-03,2025-10-03 00:00:00,313.0,100.0
160,1787,17871,福盈一,0,,,,,詢圈,,,,,,,,,,133.6,100.0
161,1787,17872,福盈二,0,,2.0,15.45,5.0,詢圈,,,,,,,,2010-01-18,2015/01/18,230.0,101.5
162,1788,17881,杏昌一,5,無擔保,4.2,106.5,3.0,詢圈,元富證券,生技醫療業,代理歐美日一線廠牌醫療器材為主,4.45,101.0,100.0,1.0143,2019-04-18,2022-04-18 00:00:00,163.0,103.8
163,1795,17951,美時一,0,,3.0,52.39,3.0,詢圈,,生技醫療業,台灣老牌學名藥廠，從事困難學名藥與癌症學名藥之製造,,,,,2010-08-10,2013/08/10,161.0,99.0
164,1795,17952,美時二,0,,1.0,54.53,3.0,詢圈,,生技醫療業,台灣老牌學名藥廠，從事困難學名藥與癌症學名藥之製造,,,,,2010-08-13,2013/08/13,147.2,97.0
165,1795,17953,美時三,土地銀行,有擔保,4.0,62.72,5.0,詢圈,第一金證,生技醫療業,台灣老牌學名藥廠，從事困難學名藥與癌症學名藥之製造,26.5,,,1.01,2013-10-18,2018/10/08,611.0,107.0
166,1796,17961,金穎生技一,7,無擔保,3.0,48.8,3.0,詢圈,富邦證券,食品工業,為醱酵原料及保健品廠商,4.15,100.0,101.5075,1.03,2019-03-06,2022-03-06 00:00:00,106.3,80.0
167,1799,17991,易威一,彰化銀行,有擔保,2.0,21.82,3.0,詢圈,群益證券,生技醫療業,台灣新劑型藥物及原料藥研發廠,11.6,100.0,100.0,1.0207,2017-02-21,2020-02-21 00:00:00,133.0,99.6
168,1805,18051,寶徠一,台中銀行,有擔保,3.0,15.8,3.0,詢圈,台中銀證,建材營造業,知名建案「寶徠花園廣場」建商,10.0,100.0,100.0,1.1206,2021-09-24,2024-09-24 00:00:00,117.0,99.75
169,1806,18061,冠軍一,0,,3.0,11.7,3.0,詢圈,,玻璃陶瓷,台灣最大磁磚廠商,,,,,2007-09-20,2010/09/20,269.0,101.2
170,1806,18062,冠軍二,0,,3.0,11.3,3.0,詢圈,,玻璃陶瓷,台灣最大磁磚廠商,,,,,2009-09-08,2012/09/08,266.0,107.0
171,1808,18081,潤隆一,,,,,,詢圈,,建材營造業,,,,,,,,165.0,106.1
172,1808,18082,潤隆二,台銀擔保,有擔保,10.0,30.2,3.0,詢圈,永豐金證,建材營造業,興富發集團旗下建商,45.1,,,1.01,2011-10-12,2014/10/02,156.0,104.0
173,1808,18083,潤隆三,兆豐銀,有擔保,15.0,31.8,5.0,詢圈,凱基證券,建材營造業,興富發集團旗下建商,45.1,100.0,106.408,1.01,2013-09-09,2018-09-09 00:00:00,305.0,105.2
174,1813,18131,寶利一,0,,2.5,46.1,3.0,詢圈,,生技醫療業,全球第三大PC(聚碳酸酯樹脂)光學鏡片商,,,,,2010-05-08,2013/05/08,128.1,100.0
175,1815,18151,富喬一,0,有擔保,4.0,21.9,5.0,詢圈,元大證券,電子零組件業,台灣玻纖紗、玻纖布一貫廠,,,,,2007-07-17,2012/07/17,190.0,93.0
176,1815,18152,富喬二,0,,0.0,,5.0,詢圈,,電子零組件業,台灣玻纖紗、玻纖布一貫廠,,,,,2008-08-05,2013/08/05,0.0,0.0
177,1815,18153,富喬三,6,無擔保,7.5,20.2,5.0,詢圈,臺銀證券,電子零組件業,台灣玻纖紗、玻纖布一貫廠,45.0,100.0,100.0,1.01,2012-03-08,2017-03-08 00:00:00,130.35,99.0
178,1815,18154,富喬四,7,無擔保,8.0,12.77,5.0,詢圈,臺銀證券,電子零組件業,台灣玻纖紗、玻纖布一貫廠,45.0,100.0,100.0,1.0502,2013-09-23,2018-09-23 00:00:00,202.0,96.0
179,1815,18155,富喬五,5,無擔保,6.0,18.62,5.0,詢圈,台新證券,電子零組件業,台灣玻纖紗、玻纖布一貫廠,45.0,100.0,100.0,1.04,2018-07-26,2023-07-26 00:00:00,132.0,96.3
180,1815,18156,富喬六,7,無擔保,4.0,15.6,5.0,詢圈,台銀證券,電子零組件業,台灣玻纖紗、玻纖布一貫廠,45.0,100.0,100.0,1.03,2021-03-16,2026-03-16 00:00:00,283.0,95.6
181,1902,19021,台紙一,0,,,,,詢圈,,造紙工業,,,,,,,,150.0,93.0
182,1902,19022,台紙二,0,,,,,詢圈,,造紙工業,,,,,,,,135.0,89.05
183,1902,19023,台紙三,0,,5.0,10.0,5.0,詢圈,,,,,,,,2009-07-13,2014/07/13,201.0,107.0
184,1909,19093,榮成三,6,無擔保,16.0,18.0,3.0,詢圈,富邦證券,造紙工業,國內前三大工業用紙生產商,133.0,100.0,100.0,1.17,2014-08-05,2017-08-05 00:00:00,225.0,93.8
185,1909,19094,榮成四,6,無擔保,7.0,26.2,5.0,競拍,台新證券,造紙工業,國內前三大工業用紙生產商,133.0,108.58,100.0,1.07,2021-12-20,2026-12-20 00:00:00,118.5,92.2
186,2006,20062,東和鋼鐵二,0,,,,,詢圈,,鋼鐵工業,台灣最大型鋼廠及三大鋼筋廠之一,,,,,,,199.0,96.2
187,2006,20063,東和鋼鐵三,0,,,,,詢圈,,鋼鐵工業,台灣最大型鋼廠及三大鋼筋廠之一,,,,,,,238.0,104.6
188,2006,20064,東和鋼鐵四,0,,35.0,46.85,5.0,詢圈,,鋼鐵工業,台灣最大型鋼廠及三大鋼筋廠之一,,,,,2008-05-05,2013/05/05,110.3,81.55
189,2006,20065,東和鋼鐵五,0,,25.0,30.99,5.0,詢圈,,鋼鐵工業,台灣最大型鋼廠及三大鋼筋廠之一,,,,,2009-07-11,2014/07/11,126.15,99.85
190,2006,20066,東和鋼鐵六,4,無擔保,25.0,30.0,5.0,詢圈,國泰證券,鋼鐵工業,台灣最大型鋼廠及三大鋼筋廠之一,73.0,100.0,100.0,1.0526,2012-11-05,2017-11-05 00:00:00,109.2,99.2
191,2006,20067,東和鋼鐵七,4,無擔保,20.0,27.8,5.0,詢圈,台新證券,鋼鐵工業,台灣最大型鋼廠及三大鋼筋廠之一,73.0,100.5,100.0,1.131,2018-05-14,2023-05-14 00:00:00,173.0,100.0
192,2012,20121,春雨一,彰化銀行,有擔保,7.0,37.5,3.0,競拍,國票證券,鋼鐵工業,主要外銷歐美及東南亞的線材螺絲廠,30.2,111.31,100.0,1.1503,2022-03-25,2025-03-25 00:00:00,112.35,97.1
193,2012,20122,春雨二,華南銀行,有擔保,5.0,37.5,3.0,競拍,國票證券,鋼鐵工業,主要外銷歐美及東南亞的線材螺絲廠,30.2,111.51,100.0,1.1503,2022-03-25,2025-03-25 00:00:00,112.6,97.3
194,2012,20123,春雨三,上海銀行,有擔保,4.0,37.5,3.0,競拍,國票證券,鋼鐵工業,主要外銷歐美及東南亞的線材螺絲廠,30.2,111.25,100.0,1.1503,2022-03-25,2025-03-25 00:00:00,112.0,97.15
195,2020,20201,美亞一,0,,,,,詢圈,,鋼鐵工業,台灣第一家鋼管專業製造廠,,,,,,,136.5,96.0
196,2020,20202,美亞二,0,,7.0,24.6,5.0,詢圈,,鋼鐵工業,台灣第一家鋼管專業製造廠,,,,,2007-07-02,2012/07/02,126.5,76.8
197,2020,20203,美亞三,0,,5.0,,5.0,詢圈,,鋼鐵工業,台灣第一家鋼管專業製造廠,,,,,2008-08-09,2013/08/09,161.0,89.5
198,2022,20221,聚亨一,0,,,,,詢圈,,鋼鐵工業,以泰國為生產基地的線材盤元大廠,,,,,,,202.0,103.05
199,2022,20222,聚亨二,0,,,,,詢圈,,鋼鐵工業,以泰國為生產基地的線材盤元大廠,,,,,,,195.0,87.8
200,2022,20223,聚亨三,一銀擔保,有擔保,3.0,5.3,3.0,詢圈,福邦證券,鋼鐵工業,以泰國為生產基地的線材盤元大廠,33.7,,,1.1,2012-07-31,2015/07/21,128.7,106.85
201,2022,20224,聚亨四,一銀擔保,有擔保,3.0,6.0,3.0,詢圈,福邦證券,鋼鐵工業,以泰國為生產基地的線材盤元大廠,33.7,,,1.04,2013-09-30,2016/09/20,120.9,99.8
202,2023,20231,燁輝一,0,,,,,詢圈,,鋼鐵工業,台灣第一大鍍鋅烤漆廠,,,,,,,157.0,98.0
203,2027,20271,成鋼一,0,,,,,詢圈,,鋼鐵工業,全美最大不銹鋼管通路商,,,,,,,115.0,83.85
204,2030,20301,彰源一,0,,,,,詢圈,,鋼鐵工業,台灣前二大不鏽鋼管製造廠,,,,,,,171.0,101.2
205,2031,20311,新光一,0,,,,,詢圈,,鋼鐵工業,台灣鋼剪裁大廠，以內銷為主,,,,,,,266.0,132.0
206,2031,20312,新光鋼二,0,,,,,詢圈,,鋼鐵工業,台灣鋼剪裁大廠，以內銷為主,,,,,,,158.0,92.0
207,2031,20313,新光鋼三,0,,6.0,16.9,5.0,詢圈,,鋼鐵工業,台灣鋼剪裁大廠，以內銷為主,,,,,2006-10-20,2011/10/20,269.0,107.0
208,2031,20314,新光鋼四,7,無擔保,5.0,19.0,5.0,詢圈,康和證券,鋼鐵工業,台灣鋼剪裁大廠，以內銷為主,32.1,100.0,100.0,1.0287,2013-12-20,2018-12-20 00:00:00,149.0,97.9
209,2031,20315,新光鋼五,6,無擔保,6.0,36.0,5.0,詢圈,台新證券,鋼鐵工業,台灣鋼剪裁大廠，以內銷為主,32.1,100.2,100.0,1.198,2017-11-09,2022-11-09 00:00:00,284.0,100.5
210,2032,20321,新光鋼一    ,0,,,,,詢圈,,鋼鐵工業,以內銷為主的不鏽鋼裁剪加工廠,,,,,,,112.0,84.0
211,2034,20341,允強一,0,,,,,詢圈,,鋼鐵工業,亞洲最大不鏽鋼管加工裁剪廠,,,,,,,186.0,96.0
212,2034,20342,允強二,0,,3.0,23.3,5.0,詢圈,,鋼鐵工業,亞洲最大不鏽鋼管加工裁剪廠,,,,,2006-10-17,2011/10/17,153.0,89.0
213,2034,20343,允強三,4,無擔保,10.0,26.5,5.0,詢圈,永豐金證,鋼鐵工業,亞洲最大不鏽鋼管加工裁剪廠,44.8,100.0,100.0,1.0392,2020-12-15,2025-12-15 00:00:00,180.0,99.9
214,2034,20344,允強四,4,無擔保,20.0,25.6,5.0,詢圈,永豐金證,鋼鐵工業,亞洲最大不鏽鋼管加工裁剪廠,47.0,100.5,100.0,1.0987,2024-10-02,2029-10-02 00:00:00,120.0,100.0
215,2038,20381,海光一,0,,3.0,17.6,3.0,詢圈,,鋼鐵工業,台灣鋼筋大廠之一,,,,,2011-02-19,2014/02/19,112.0,100.05
216,2038,20382,海光二,0,,5.0,17.8,3.0,詢圈,,鋼鐵工業,台灣鋼筋大廠之一,,,,,2011-02-20,2014/02/20,109.9,89.0
217,2059,20591,川湖一,0,,9.8,165.06,5.0,詢圈,,電子零組件業,全球知名伺服器導軌廠,,,,,2007-01-16,2012/01/16,121.0,90.5
218,2059,20592,川湖二,0,,5.0,196.0,5.0,詢圈,,電子零組件業,全球知名伺服器導軌廠,,,,,2009-11-09,2014/11/09,210.0,99.0
219,2061,20611,風青一,合庫擔保,有擔保,2.0,16.48,3.0,詢圈,合庫證券,電器電纜,台灣知名漆包線供應商,4.71,,,1.01,2011-08-25,2014/08/15,191.0,110.0
220,2061,20612,風青二,中國信託,有擔保,1.0,22.7,3.0,競拍,中信證券,電器電纜,台灣知名漆包線供應商,4.71,118.94,100.0,1.02,2022-01-12,2025-01-12 00:00:00,136.9,99.7
221,2063,20631,世鎧一,台企銀,有擔保,3.03,40.0,3.0,詢圈,永豐金證,鋼鐵工業,台灣最大不鏽鋼及合金鋼複合螺絲製造公司,4.96,101.0,100.0,1.0557,2019-08-02,2022-08-02 00:00:00,123.5,99.65
222,2063,20632,世鎧二,5,無擔保,6.0,55.0,3.0,競拍,富邦證券,鋼鐵工業,台灣最大不鏽鋼及合金鋼複合螺絲製造公司,4.96,107.32,100.0,1.0583,2023-11-10,2026-11-10 00:00:00,117.2,98.0
223,2065,20651,世豐一,5,無擔保,6.0,46.6,3.0,詢圈,富邦證券,鋼鐵工業,台灣最大烤漆、噴頭表面塗裝螺絲廠,5.24,100.5,100.0,1.1,2019-11-18,2022-11-18 00:00:00,165.0,100.6
224,2065,20652,世豐二,5,無擔保,6.0,61.0,3.0,競拍,富邦證券,鋼鐵工業,台灣最大烤漆、噴頭表面塗裝螺絲廠,5.24,107.64,100.0,1.1424,2022-03-22,2025-03-22 00:00:00,134.95,99.5
225,2066,20661,世德一,6,無擔保,4.0,63.1,3.0,競拍,台新證券,電機機械,全球汽車大廠之第一階扣件及金屬零件供應商,4.19,110.21,100.0,1.02,2021-12-08,2024-12-08 00:00:00,250.0,106.0
226,2066,20662,世德二,6,無擔保,4.0,101.0,3.0,競拍,統一證券,電機機械,全球汽車大廠之第一階扣件及金屬零件供應商,4.19,109.91,100.0,1.0177,2023-07-31,2026-07-31 00:00:00,156.0,96.0
227,2069,20691,運錩一,台新銀行,有擔保,3.0,17.8,3.0,詢圈,台新證券,鋼鐵工業,台灣不銹鋼材料加工製造廠,16.6,100.0,100.0,1.01,2016-08-08,2019-08-08 00:00:00,189.0,106.3
228,2069,20692,運錩二,7,無擔保,1.0,17.8,3.0,詢圈,台新證券,鋼鐵工業,台灣不銹鋼材料加工製造廠,16.6,100.0,100.0,1.01,2016-08-09,2019-08-09 00:00:00,177.0,100.15
229,2069,20693,運錩三,7,無擔保,4.0,27.3,3.0,詢圈,台新證券,鋼鐵工業,台灣不銹鋼材料加工製造廠,16.6,100.0,100.0,1.1423,2018-09-06,2021-09-06 00:00:00,105.9,94.7
230,2069,20694,運錩四,7,無擔保,3.0,31.5,3.0,競拍,台新證券,鋼鐵工業,台灣不銹鋼材料加工製造廠,16.6,111.6,100.0,1.0237,2021-11-25,2024-11-25 00:00:00,123.05,94.05
231,2101,21011,南港一,0,,15.0,48.42,5.0,詢圈,,橡膠工業,台灣擁有土地資產的老牌輪胎廠,,,,,2010-01-12,2015/01/12,136.0,99.45
232,2103,21031,中橡二,0,,,,,詢圈,,橡膠工業,全球前七大橡膠生產製造商,,,,,,,245.0,101.5
233,2104,21043,國際中橡三,4,無擔保,35.0,21.2,5.0,詢圈,元大證券,橡膠工業,全球市佔率前五大的碳煙公司,98.5,100.2,100.0,1.05,2023-10-13,2028-10-13 00:00:00,106.4,94.05
234,2107,21071,厚生一,0,,,,,詢圈,,橡膠工業,主要從事營建與倉儲業務，也從事於橡膠與塑膠皮加工,,,,,,,188.0,99.9
235,2109,21091,華豐一,0,,,,,詢圈,,橡膠工業,台灣前六大輪胎廠,,,,,,,145.8,100.0
236,2114,21141,鑫永一,0,,2.0,33.02,5.0,詢圈,,橡膠工業,台灣最大、全球前十大橡膠輸送帶商,,,,,2007-01-09,2012/01/09,258.0,81.5
237,2115,21151,六暉一K,5,無擔保,4.0,63.8,3.0,詢圈,凱基證券,汽車工業,全球最大氣門嘴製造商,9.94,100.5,100.0,1.0962,2015-04-08,2018-04-08 00:00:00,116.9,95.0
238,2201,22012,裕隆二,0,,55.0,,5.0,詢圈,,汽車工業,與日本日產技術合作之汽車製造商，並推出納智捷自有品牌,,,,,2004-12-24,2009/12/24,152.0,99.7
239,2201,22013,裕隆三,5,無擔保,70.0,82.0,5.0,詢圈,凱基證券,汽車工業,與日本日產技術合作之汽車製造商，並推出納智捷自有品牌,107.0,102.0,102.5251,1.0524,2023-05-25,2028-05-25 00:00:00,118.45,94.0
240,2204,22043,中華三,0,,,,,詢圈,,汽車工業,裕隆集團與日本三菱技術合作之汽車製造廠,,,,,,,105.3,92.55
241,2208,22081,台船一,彰化銀,有擔保,20.0,25.1,5.0,詢圈,凱基證券,航運業,台灣第一大造船公司,116.0,102.0,0.0,1.05,2020-02-24,2025-02-24 00:00:00,151.0,99.55
242,2228,22281,劍麟一,5,無擔保,3.0,135.5,3.0,詢圈,元大證券,汽車工業,為汽車安全氣囊零組件製造商,7.58,100.0,100.0,1.05,2015-05-26,2018-05-26 00:00:00,200.0,102.0
243,2228,22282,劍麟二,5,無擔保,3.0,106.23,5.0,競拍,元大證券,汽車工業,為汽車安全氣囊零組件製造商,7.58,105.98,100.0,1.05,2020-03-09,2023-03-09 00:00:00,117.45,99.0
244,2228,22283,劍麟三,5,無擔保,3.0,95.51,3.0,競拍,凱基證券,汽車工業,為汽車安全氣囊零組件製造商,7.58,114.2,100.0,1.06,2024-08-29,2027-08-29 00:00:00,152.0,106.0
245,2230,22301,泰茂一,兆豐銀行,有擔保,0.75,17.9,3.0,詢圈,華南永昌,電機機械,台灣第一大活塞環廠商,4.86,100.0,100.0,1.0142,2016-04-06,2019-04-06 00:00:00,112.0,98.5
246,2230,22302,泰茂二,新光銀行,有擔保,0.75,17.9,3.0,詢圈,華南永昌,電機機械,台灣第一大活塞環廠商,4.86,100.0,100.0,1.0142,2016-04-06,2019-04-06 00:00:00,117.8,99.85
247,2230,22303,泰茂三,6,無擔保,0.5,17.9,3.0,詢圈,華南永昌,電機機械,台灣第一大活塞環廠商,4.86,100.0,100.0,1.0142,2016-04-07,2019-04-07 00:00:00,107.0,99.15
248,2230,22304,泰茂四,板信銀行,有擔保,3.0,29.0,3.0,競拍,統一證券,電機機械,台灣第一大活塞環廠商,4.86,110.42,100.0,1.0255,2023-01-06,2026-01-06 00:00:00,470.0,121.45
249,2231,22311,為升一,中華開發,有擔保,2.5,103.88,3.0,詢圈,第一金證,汽車工業,主要經營電裝品、TPMS及毫米波雷達銷售,14.1,100.0,100.0,1.01,2013-09-30,2016-09-30 00:00:00,522.0,107.0
250,2231,22312,為升二,5,無擔保,7.0,368.0,3.0,詢圈,第一金證,汽車工業,主要經營電裝品、TPMS及毫米波雷達銷售,14.1,100.0,100.0,1.0308,2016-05-23,2019-05-23 00:00:00,158.0,100.6
251,2231,22313,為升三,5,無擔保,13.0,156.0,3.0,詢圈,富邦證券,汽車工業,主要經營電裝品、TPMS及毫米波雷達銷售,14.1,100.5,0.0,1.06,2022-08-29,2025-08-29 00:00:00,134.3,98.6
252,2236,22361,百達一K,6,無擔保,2.5,59.3,3.0,詢圈,富邦證券,汽車工業,全球唯二汽車零組件一條龍之新加坡商,4.98,100.0,100.0,1.01,2016-12-14,2019-12-14 00:00:00,125.0,99.8
253,2236,22362,百達二K,7,無擔保,2.0,66.0,3.0,競拍,台新證券,汽車工業,全球唯二汽車零組件一條龍之新加坡商,4.98,103.79,100.0,1.0307,2023-08-18,2026-08-18 00:00:00,215.0,104.0
254,2239,22391,英利一K,4,無擔保,11.0,181.0,3.0,詢圈,國泰證券,汽車工業,台商企業，為大陸整車廠提供汽車結構件,12.0,100.0,100.0,1.0106,2017-01-10,2020-01-10 00:00:00,119.9,99.1
255,2239,22392,英利二K,4,無擔保,4.0,177.0,3.0,詢圈,富邦證券,汽車工業,台商企業，為大陸整車廠提供汽車結構件,12.0,100.0,100.0,1.0536,2018-06-22,2021-06-22 00:00:00,108.5,96.8
256,2239,22393,英利三K,4,無擔保,5.0,67.0,3.0,詢圈,永豐金證,汽車工業,台商企業，為大陸整車廠提供汽車結構件,12.0,100.0,100.0,1.1298,2021-10-19,2024-10-19 00:00:00,130.0,99.5
257,2243,22431,宏旭一K,8,無擔保,4.0,19.4,5.0,詢圈,國票證券,汽車工業,大陸台資第一大、行業前五大的車身模具廠,6.94,100.0,100.0,1.02,2018-11-30,2023-11-30 00:00:00,134.0,80.6
258,2250,22501,IKKA一K,5,無擔保,2.5,88.8,5.0,詢圈,凱基證券,汽車工業,能率集團旗下，日本車用沖壓件OEM廠商,2.95,100.5,100.0,1.051,2024-03-04,2029-03-04 00:00:00,185.0,100.2
259,2313,23131,華通一,0,,,,,詢圈,,電子零組件業,全球HDI板龍頭公司,,,,,,,117.0,112.0
260,2313,23132,華通二    ,0,,,,,詢圈,,電子零組件業,全球HDI板龍頭公司,,,,,,,165.0,99.0
261,2313,23133,華通三    ,0,,,,,詢圈,,電子零組件業,全球HDI板龍頭公司,,,,,,,179.0,96.5
262,2314,23141,台揚一,0,,,,,詢圈,,通信網路業,鴻海轉投資衛星、微波通訊設備製造商,,,,,,,116.0,82.0
263,2314,23142,台揚二,台新/遠東,有擔保,4.0,27.5,3.0,詢圈,台新證券,通信網路業,鴻海轉投資衛星、微波通訊設備製造商,25.2,100.3,100.0,1.06,2016-10-31,2019-10-31 00:00:00,153.0,104.0
264,2317,23171,鴻海一,0,,180.0,182.01,5.0,詢圈,,其他業電子業,全球最大EMS電子專業代工廠,,,,,2006-10-31,2011/10/31,113.5,94.5
265,2332,23323,友訊三,0,,20.0,37.5,5.0,詢圈,,通信網路業,以D-Link品牌行銷網通設備之全球領導廠商,,,,,2010-01-02,2015/01/02,108.8,93.1
266,2333,23331,碧悠一,0,,,,,詢圈,,,,,,,,,,113.5,98.5
267,2337,23371,旺宏一,0,,,,,詢圈,,半導體業,全球非揮發性記憶體整合元件領導廠,,,,,,,184.0,87.0
268,2337,23372,旺宏二,5,無擔保,30.0,23.0,3.0,詢圈,凱基證券,半導體業,全球非揮發性記憶體整合元件領導廠,186.0,100.5,100.0,1.07,2025-03-24,2028-03-24 00:00:00,181.0,87.0
269,2338,23382,光罩二,0,,,,,詢圈,,半導體業,台灣專業光罩廠商,,,,,,,117.5,97.9
270,2338,23383,光罩三,6,無擔保,20.0,88.8,5.0,競拍,凱基證券,半導體業,台灣專業光罩廠商,25.6,115.23,100.0,1.0242,2021-08-03,2026-08-03 00:00:00,132.5,92.7
271,2340,23401,光磊二,0,,,,,詢圈,,半導體業,日亞化轉投資感測元件與LED發光元件公司,,,,,,,154.0,71.2
272,2347,23471,聯強一,0,,60.0,62.1,5.0,詢圈,,電子通路業,亞太最大、全球前三大3C產品通路商,,,,,2008-06-14,2013/06/14,149.9,79.0
273,2347,23472,聯強二,0,,50.0,86.8,3.0,詢圈,,電子通路業,亞太最大、全球前三大3C產品通路商,,,,,2011-01-04,2014/01/04,104.8,97.0
