序號,開標日期,股票代號,CB代號,名稱,股本,發行規模,年期,擔保,信用評等,競拍張數,底標價,截標日,截標收盤,轉換價,訂價溢價率,理論價,最低得標,最低溢價,平均得標,平均溢價,發行券商,產業分類,合格件數,投標張數,投標倍數,投標均張,投標開始日,最高投(得)標數量(張),撥券日,得標總金額,得標手續費率(%),最高得標價格(元),承銷價格(元)
193,2024-06-24,6509,65096,聚和六,17.4,5.0,3,無擔保,5,4250,100.0,2024-06-20,42.0,41.5,1.03,101.2,113.39,0.1204,115.46,0.1409,凱基證券,化學工業,648,23856,5.61,36.81,2024-06-18,425.0,2024-07-03,490711700.0,0.5,120.89,115.46
194,2024-06-26,6624,66241,萬年清一,2.1,1.0,3,有擔保,7,850,101.0,2024-06-24,39.6,42.2,1.03,93.84,111.03,0.1832,113.98,0.2146,玉山證券,綠能環保,150,3646,4.29,24.31,2024-06-20,85.0,2024-07-05,96880960.0,0.5,123.0,113.98
195,2024-07-01,6187,61875,萬潤五,9.0,5.0,3,無擔保,5,4250,104.0,2024-06-27,263.0,288.0,1.1,91.32,118.69,0.2997,119.63,0.31,兆豐證券,其他電子業,1091,37764,8.89,34.61,2024-06-25,425.0,2024-07-10,508441750.0,0.7,158.0,119.63
196,2024-07-04,8478,84781,東哥一,8.9,15.0,3,無擔保,5,12750,100.0,2024-07-02,415.5,392.2,1.02,105.94,117.24,0.1067,119.19,0.1251,凱基證券,運動休閒,1199,42763,3.35,35.67,2024-06-28,1275.0,2024-07-15,1519688420.0,0.5,331.0,119.19
197,2024-07-05,3362,33621,先進光一,14.3,12.0,5,有擔保,6,10200,102.0,2024-07-03,267.0,254.0,1.02,105.12,121.88,0.1595,123.26,0.1726,中信證券,光電業,1126,40154,3.94,35.66,2024-07-01,1020.0,2024-07-16,1257260300.0,1.0,211.0,123.26
198,2024-07-05,4572,45721,駐龍一,3.9,5.0,3,無擔保,6,4250,100.0,2024-07-03,161.5,175.0,1.122,92.29,114.8,0.244,116.21,0.2592,台新證券,電機機械,656,19337,4.55,29.48,2024-07-01,425.0,2024-07-16,493887420.0,0.5,123.88,116.21
199,2024-07-11,2439,24395,美律五,22.4,5.0,3,無擔保,3,4250,100.0,2024-07-09,141.0,139.0,1.02,101.44,118.89,0.172,120.31,0.186,富邦證券,通信網路業,672,19467,4.58,28.97,2024-07-05,425.0,2024-07-22,511303890.0,0.5,127.5,120.31
200,2024-07-12,9933,99332,中鼎二,81.0,60.0,5,無擔保,3,51006,102.0,2024-07-10,52.2,53.9,1.021,96.85,102.95,0.063,104.82,0.0823,國泰證券,其他業,1198,91716,1.8,76.56,2024-07-08,5100.0,2024-07-23,5346565560.0,0.5,120.1,104.82
201,2024-07-17,2641,26417,正德七,30.4,5.9,3,無擔保,6,5015,101.0,2024-07-15,20.4,22.7,1.02,89.87,102.69,0.1427,104.88,0.167,群益證券,航運業,220,10432,2.08,47.42,2024-07-11,501.0,2024-07-26,525993010.0,0.5,120.0,104.88
202,2024-07-22,6269,62695,台郡五,32.3,20.0,3,無擔保,4,17000,100.0,2024-07-18,95.0,93.0,1.029,102.15,113.17,0.1079,115.07,0.1265,元大證券,電子零組件業,1067,55394,3.26,51.92,2024-07-16,1700.0,2024-08-02,1956252970.0,0.5,120.87,115.07
203,2024-08-06,3518,35181,柏騰一,9.6,3.0,3,有擔保,7,2550,100.0,2024-08-02,37.7,35.0,1.079,107.71,115.53,0.0726,118.63,0.1013,台新證券,其他電子業,316,9655,3.79,30.55,2024-07-31,255.0,2024-08-15,302506160.0,0.5,125.5,118.63
204,2024-08-06,6830,68301,汎銓一,5.2,5.0,3,無擔保,5,4250,100.0,2024-08-02,135.0,150.0,1.061,90.0,108.02,0.2002,110.28,0.2253,台新證券,其他電子業,387,14920,3.51,38.55,2024-07-31,425.0,2024-08-15,468669620.0,0.5,116.8,110.28
205,2024-08-07,8927,89277,北基七,35.5,5.9,3,有擔保,7,5160,104.0,2024-08-05,59.4,68.27,1.02,87.01,109.45,0.2579,111.53,0.2818,合庫證券,油電燃氣業,270,15772,3.06,58.41,2024-08-01,516.0,2024-08-16,575520300.0,1.0,118.0,111.53
206,2024-08-14,3376,33763,新日興三,19.6,8.0,5,無擔保,4,6800,100.0,2024-08-12,209.0,202.0,1.02,103.47,119.21,0.1522,120.85,0.168,凱基證券,電子零組件業,964,44980,6.61,46.66,2024-08-08,680.0,2024-08-23,821809070.0,0.5,128.0,120.85
207,2024-08-19,3491,34912,昇達科二,6.4,10.0,5,無擔保,5,8500,101.0,2024-08-15,315.5,305.3,1.06,103.34,116.3,0.1254,118.03,0.1421,凱基證券,通信網路業,629,26213,3.08,41.67,2024-08-13,850.0,2024-08-28,1003264850.0,0.5,128.8,118.03
208,2024-08-20,2228,22283,劍麟三,7.6,3.0,3,無擔保,5,2700,100.0,2024-08-16,93.6,95.51,1.06,98.0,112.87,0.1517,114.2,0.1653,凱基證券,汽車工業,360,13687,5.07,38.02,2024-08-14,270.0,2024-08-29,308341820.0,0.5,117.73,114.2
209,2024-08-21,3691,36913,碩禾三,9.2,20.0,3,有擔保,7,17000,100.0,2024-08-19,114.0,118.0,1.042,96.61,104.55,0.0822,109.03,0.1286,宏遠證券,光電業,455,28032,1.65,61.61,2024-08-15,1702.0,2024-08-30,1856319140.0,0.5,121.0,109.03
210,2024-08-22,1595,15952,川寶二,4.8,3.0,3,無擔保,6,2700,100.0,2024-08-20,38.8,38.3,1.05,101.31,107.5,0.0611,109.82,0.084,福邦證券,電子零組件業,319,9580,3.55,30.03,2024-08-16,270.0,2024-09-02,296527160.0,0.5,117.99,109.82
211,2024-08-23,3564,35642,其陽二,5.9,5.0,3,無擔保,6,4250,100.0,2024-08-21,89.6,85.0,1.027,105.41,111.89,0.0615,114.32,0.0845,台新證券,通信網路業,381,11420,2.69,29.97,2024-08-19,425.0,2024-09-03,485859560.0,0.5,119.77,114.32
212,2024-09-04,6629,66292,泰金二KY,3.6,3.0,3,無擔保,6,2550,100.0,2024-09-02,142.5,135.0,1.02,105.56,114.3,0.0828,116.79,0.1064,元大證券,居家生活,419,13598,5.33,32.45,2024-08-29,255.0,2024-09-13,297812060.0,0.5,123.6,116.79
213,2024-09-05,2464,24642,盟立二,19.6,10.0,3,無擔保,6,8500,103.0,2024-09-03,86.3,80.0,1.044,107.88,115.57,0.0713,117.64,0.0905,中信證券,其他電子業,625,23634,2.78,37.81,2024-08-30,850.0,2024-09-16,999915970.0,0.5,138.66,117.64
214,2024-09-12,1781,17813,合世三,4.7,2.0,3,有擔保,7,1880,100.0,2024-09-10,17.4,17.3,1.041,100.58,100.75,0.0017,112.91,0.1226,華南永昌,生技醫療業,177,5036,2.68,28.45,2024-09-06,188.0,2024-09-24,212264520.0,0.5,119.15,112.91
215,2024-09-18,6182,61828,合晶八,54.3,15.0,5,無擔保,6,12750,102.2,2024-09-13,32.0,33.8,1.02,94.67,102.2,0.0795,104.51,0.1039,富邦證券,半導體業,231,11642,0.91,50.4,2024-09-11,1275.0,2024-09-27,1166868950.0,0.5,421.12,102.2
216,2024-09-19,1609,16095,大亞五,77.4,20.0,5,無擔保,5,17250,100.0,2024-09-16,49.9,53.1,1.06,93.97,105.51,0.1228,107.46,0.1435,凱基證券,電器電纜,796,45670,2.65,57.37,2024-09-12,1725.0,2024-09-30,1853764930.0,0.5,120.0,107.46
217,2024-09-24,8147,81473,正凌三,3.6,3.0,3,無擔保,6,2550,102.0,2024-09-20,143.0,134.6,1.02,106.24,115.66,0.0887,117.36,0.1047,中信證券,電子零組件業,475,13185,5.17,27.76,2024-09-18,255.0,2024-10-03,299269370.0,0.5,123.88,117.36
218,2024-09-26,2383,23837,台光電七,34.5,30.0,5,無擔保,3,27000,105.0,2024-09-24,461.5,490.7,1.05,94.05,108.38,0.1524,110.94,0.1796,凱基證券,電子零組件業,1162,61583,2.28,53.0,2024-09-20,2700.0,2024-10-09,2995433350.0,0.5,125.0,110.94
219,2024-10-01,6425,64251,易發一,4.4,2.0,3,有擔保,8,1800,100.0,2024-09-27,66.6,61.0,1.02,109.18,120.0,0.0991,123.5,0.1312,福邦證券,電機機械,327,10116,5.62,30.94,2024-09-25,180.0,2024-10-15,222304040.0,0.5,127.0,123.5
220,2024-10-01,6197,61973,佳必琪三,12.2,10.0,3,無擔保,5,8500,102.0,2024-09-27,168.5,160.0,1.022,105.31,115.6,0.0977,117.45,0.1153,元大證券,電子零組件業,789,30593,3.6,38.77,2024-09-25,850.0,2024-10-15,998337590.0,0.5,150.0,117.45
221,2024-10-01,6863,68631,永道一KY,7.4,10.0,3,無擔保,5,8500,105.0,2024-09-27,287.0,305.5,1.02,93.94,108.88,0.159,111.46,0.1864,富邦證券,通信網路業,634,23056,2.71,36.37,2024-09-25,850.0,2024-10-15,947375530.0,0.5,188.0,111.46
222,2024-10-08,3516,35161,亞帝歐一,4.4,3.5,3,有擔保,7,2975,101.0,2024-09-30,27.2,26.7,1.032,101.87,107.83,0.0585,109.62,0.076,富邦證券,光電業,88,5102,1.71,57.98,2024-09-26,297.0,2024-10-18,326126490.0,0.5,116.1,109.62
223,2024-10-08,2548,25484,華固四,30.5,20.0,5,無擔保,4,18000,102.0,2024-10-01,135.5,136.3,1.02,99.41,102.56,0.0317,104.83,0.0545,富邦證券,建材營造業,425,27512,1.53,64.73,2024-09-27,1800.0,2024-10-18,1887028900.0,0.5,129.99,104.83
224,2024-10-08,3013,30134,晟銘電四,20.5,5.0,3,有擔保,6,4250,101.0,2024-10-03,123.5,141.5,1.021,87.28,111.69,0.2797,114.01,0.3063,中信證券,電腦及週邊設備業,444,14122,3.32,31.81,2024-10-01,425.0,2024-10-18,484532900.0,1.0,122.0,114.01
225,2024-10-16,6706,67062,惠特二,7.4,5.0,3,無擔保,6,4250,100.0,2024-10-14,181.0,178.8,1.022,101.23,110.23,0.0889,113.36,0.1198,凱基證券,光電業,407,13486,3.17,33.14,2024-10-09,425.0,2024-10-25,481765160.0,0.5,150.0,113.36
226,2024-10-18,9939,99392,宏全二,29.6,40.0,5,無擔保,4,34000,101.0,2024-10-16,154.5,168.4,1.03,91.75,101.0,0.1009,102.79,0.1204,永豐金證,其他業,581,33833,1.0,58.23,2024-10-14,3400.0,2024-10-29,2994517710.0,0.5,135.0,101.0
227,2024-10-18,6584,65841,南俊一,6.6,7.0,3,有擔保,7,6180,102.0,2024-10-16,175.0,178.8,1.024,97.87,112.65,0.151,114.7,0.1719,凱基證券,電子零組件業,570,17630,2.85,30.93,2024-10-14,618.0,2024-10-29,708860570.0,0.5,133.0,114.7
228,2024-10-22,6768,67681,志強一KY,19.6,10.0,3,無擔保,4,9000,100.0,2024-10-18,112.5,101.0,1.024,111.39,111.35,-0.0003,114.23,0.0255,元大證券,運動休閒,561,25529,2.84,45.51,2024-10-16,900.0,2024-10-31,1028099570.0,0.5,121.39,114.23
229,2024-10-23,6835,68351,圓裕一,6.6,6.0,3,無擔保,6,5400,102.0,2024-10-21,53.2,50.8,1.02,104.72,102.33,-0.0229,106.95,0.0213,中信證券,電子零組件業,207,8051,1.49,38.89,2024-10-17,540.0,2024-11-01,577548560.0,0.5,117.3,106.95
230,2024-10-28,4549,45491,恒達一,5.5,5.0,3,無擔保,5,4250,100.0,2024-10-24,165.5,162.7,1.061,101.72,114.51,0.1257,117.27,0.1529,凱基證券,電機機械,602,19888,4.68,33.04,2024-10-22,425.0,2024-11-07,498382070.0,0.5,187.0,117.27
231,2024-10-29,9958,99588,世紀鋼八,25.7,20.0,3,無擔保,5,17950,102.0,2024-10-25,214.5,238.0,1.033,90.13,102.75,0.1401,104.82,0.163,凱基證券,鋼鐵工業,435,24007,1.34,55.19,,,,,,,
232,2024-10-31,8171,81714,天宇四,7.8,2.5,3,有擔保,6,2125,100.0,2024-10-29,34.5,33.8,1.02,102.07,110.27,0.0803,112.44,0.1016,台中銀證,綠能環保,222,5411,2.55,24.37,2024-10-25,212.0,2024-11-12,238930120.0,0.5,117.38,112.44
233,2024-11-06,8374,83742,羅昇二,11.2,5.0,3,無擔保,6,4250,100.0,2024-11-04,125.5,133.1,1.02,94.29,104.2,0.1051,107.06,0.1354,台新證券,電機機械,288,9131,2.15,31.7,2024-10-31,425.0,2024-11-15,455006980.0,0.5,116.0,107.06
234,2024-11-06,9802,98026,鈺齊六-KY,20.1,10.0,3,無擔保,4,8500,100.0,2024-11-04,113.0,111.0,1.02,101.8,107.0,0.0511,108.6,0.0668,國票證券,運動休閒,602,21716,2.55,36.07,2024-10-31,850.0,2024-11-15,923101060.0,0.5,117.0,108.6
235,2024-11-08,6664,66642,群翊二,6.0,12.5,3,無擔保,6,11250,100.0,2024-11-06,285.0,306.0,1.047,93.14,105.4,0.1317,106.98,0.1486,福邦證券,電子零組件業,725,27655,2.46,38.14,2024-11-04,1125.0,2024-11-19,1203580260.0,0.5,200.0,106.98
236,2024-11-12,3702,37023,大聯大三,167.9,20.0,3,無擔保,4,18000,100.0,2024-11-08,76.6,78.0,1.022,98.21,102.51,0.0438,104.3,0.0621,元大證券,電子通路業,518,44848,2.49,86.58,2024-11-06,1800.0,2024-11-21,1877477270.0,0.5,120.0,104.3
237,2024-11-15,3303,33035,岱稜五,9.4,5.0,5,無擔保,6,4410,100.0,2024-11-13,60.3,62.0,1.028,97.26,103.0,0.059,105.28,0.0825,福邦證券,其他電子業,264,9838,2.23,37.27,2024-11-11,441.0,2024-11-26,464283590.0,0.5,117.5,105.28
238,2024-11-18,3346,33466,麗清六,12.1,3.0,3,無擔保,7,2656,100.0,2024-11-14,36.1,38.0,1.022,95.0,100.0,0.0526,101.12,0.0644,永豐證券,汽車工業,35,1524,0.57,43.54,2024-11-12,265.0,2024-11-27,115179630.0,0.5,120.0,100.0
239,2024-11-20,3313,33133,斐成三,16.9,4.0,3,有擔保,7,3480,100.0,2024-11-18,15.2,16.5,1.03,92.12,100.0,0.0855,103.94,0.1283,合庫證券,其他業,85,3753,1.08,44.15,2024-11-14,348.0,2024-11-29,337296910.0,1.0,120.0,100.0
240,2024-11-26,6870,68702,騰雲二,2.3,3.5,5,無擔保,6,3150,101.0,2024-11-22,267.0,236.6,1.02,112.85,108.64,-0.0373,112.33,-0.0046,元大證券,數位雲端,277,12249,3.89,44.22,2024-11-20,315.0,2024-12-05,353846790.0,0.5,130.0,112.33
241,2024-11-28,8489,84891,三貝德一,3.7,3.0,3,有擔保,6,2700,100.0,2024-11-26,29.1,28.8,1.02,101.04,110.38,0.0924,111.0,0.0986,台中銀證,其他業,160,6461,2.39,40.38,2024-11-22,270.0,2024-12-09,299692100.0,0.5,113.58,111.0
242,2024-12-06,5608,56087,四維航七,38.9,6.0,3,有擔保,7,5100,100.0,2024-12-04,17.6,19.3,1.032,91.19,100.87,0.1061,102.44,0.1233,永豐證券,航運業,165,7280,1.43,44.12,2024-12-02,510.0,2024-12-17,522419970.0,0.5,110.0,102.44
243,2024-12-09,5245,52452,智晶二,4.5,3.0,3,無擔保,6,2550,100.0,2024-12-05,36.4,35.0,1.02,104.0,100.0,-0.0385,101.1,-0.0279,台新證券,光電業,100,3666,1.44,36.66,2024-12-03,255.0,2024-12-18,257797350.0,0.5,106.8,101.1
244,2024-12-10,1438,14381,三地開發一,11.1,9.7,5,有擔保,8,8730,100.0,2024-12-06,59.5,57.5,1.02,103.48,114.53,0.1068,117.63,0.1368,統一證券,建材營造業,557,30504,3.49,54.76,2024-12-04,873.0,2024-12-19,1026900420.0,1.0,123.5,117.63
245,2024-12-16,4979,49794,華星光四,14.1,2.0,3,無擔保,6,1800,102.0,2024-12-12,181.5,206.0,1.06,88.11,111.11,0.2611,112.08,0.2721,富邦證券,通信網路業,215,6617,3.68,30.78,2024-12-10,180.0,2024-12-25,201740930.0,0.5,114.8,112.08
246,2024-12-16,2442,24424,新美齊四,26.2,6.0,3,無擔保,7,5100,100.0,2024-12-12,25.45,26.4,1.021,96.4,100.0,0.0373,100.14,0.0388,台新證券,建材營造業,72,5429,1.06,75.4,2024-12-10,510.0,2024-12-25,509597750.0,0.5,102.1,100.0
247,2024-12-18,1316,13166,上曜六,30.1,4.0,3,有擔保,8,3600,100.0,2024-12-16,13.75,17.8,1.2,77.25,100.0,0.2945,102.07,0.3213,元富證券,建材營造業,67,2691,0.75,40.16,2024-12-12,360.0,2024-12-27,261407370.0,0.5,110.67,100.0
248,2024-12-20,2528,25283,皇普三,41.3,6.0,5,有擔保,8,5100,102.0,2024-12-18,38.1,46.4,1.15,82.11,102.0,0.2422,102.51,0.2484,台新證券,建材營造業,89,6883,1.35,77.34,2024-12-16,510.0,2024-12-31,522794780.0,0.5,110.0,102.51
249,2025-01-06,4569,45691,六方科一KY,3.1,5.0,3,無擔保,6,4250,100.0,2025-01-02,203.0,212.0,1.039,95.75,102.87,0.0743,105.25,0.0992,元大證券,汽車工業,219,12965,3.05,59.2,2024-12-30,425.0,2025-01-15,447313070.0,0.5,111.87,105.25
250,2025-01-06,2755,27551,揚秦一,3.0,2.0,3,無擔保,5,1700,101.0,2025-01-02,104.0,106.0,1.035,98.11,101.0,0.0294,102.52,0.0449,永豐證券,觀光餐旅,61,1658,0.98,27.18,2024-12-30,170.0,2025-01-15,152555390.0,0.5,582.0,101.0
251,2025-01-08,2528,25284,皇普四,41.3,5.0,5,無擔保,8,4250,101.0,2025-01-06,42.85,46.4,1.15,92.35,101.0,0.0937,101.12,0.095,台新證券,建材營造業,86,5281,1.24,61.41,2025-01-02,425.0,2025-01-17,429743540.0,0.5,105.0,101.12
252,2025-01-13,8028,80282,昇陽半二,17.3,20.0,5,無擔保,6,17850,103.0,2025-01-09,143.0,140.3,1.02,101.92,103.5,0.0155,104.0,0.0204,永豐證券,半導體業,155,16890,0.95,108.97,2025-01-07,1785.0,2025-01-22,1013971190.0,0.5,110.0,103.5
253,2025-02-12,3390,33902,旭軟二,6.9,2.0,3,有擔保,7,1700,100.0,2025-02-10,28.1,26.2,1.022,107.25,110.59,0.0311,112.55,0.0494,中信證券,電子零組件業,271,6437,3.79,23.75,2025-02-06,170.0,2025-02-21,191336640.0,1.0,116.8,112.55
254,2025-02-14,3095,30954,及成四,1.5,1.5,3,有擔保,9,1275,100.0,2025-02-12,42.65,41.1,1.02,103.77,108.6,0.0465,112.7,0.086,台新證券,通信網路業,197,5136,4.03,26.07,2025-02-10,127.0,2025-02-25,144638250.0,0.5,1056.02,113.44
255,2025-02-14,3045,30455,台灣大五,372.3,30.0,5,無擔保,2,22500,100.0,2025-02-13,112.5,115.8,1.04,97.15,100.0,0.0293,100.63,0.0358,元大證券,通信網路業,264,30173,1.34,114.29,2025-02-10,2550.0,2025-02-25,2566084750.0,0.5,106.22,100.63
256,2025-02-14,3548,35483,兆利三,6.6,15.0,5,無擔保,4,13200,100.0,2025-02-14,167.5,170.0,1.039,98.53,107.87,0.0948,110.05,0.1169,凱基證券,電子零組件業,717,39506,2.99,55.1,2025-02-10,1320.0,2025-02-25,1452707400.0,0.5,116.88,110.05
257,2025-02-18,3434,34341,哲固一,3.3,1.5,3,有擔保,7,1275,100.0,2025-02-14,28.85,30.3,1.025,95.21,104.7,0.0996,106.77,0.1214,華南永昌,光電業,103,2490,1.95,24.17,2025-02-12,127.0,2025-02-27,136136950.0,0.5,110.88,106.77
258,2025-02-18,6451,64512,訊芯二KY,10.8,25.0,3,無擔保,5,22500,100.0,2025-02-14,230.0,241.2,1.035,95.36,100.55,0.0545,104.08,0.0915,福邦證券,半導體業,635,31088,1.38,48.96,2025-02-12,2250.0,2025-02-27,2341848790.0,0.5,130.0,104.08
259,2025-02-19,4439,44391,冠星一KY,3.8,5.0,3,無擔保,5,4250,101.0,2025-02-17,103.0,103.0,1.02,100.0,101.08,0.0108,102.32,0.0232,凱基證券,紡織纖維,160,7589,1.79,47.43,2025-02-13,425.0,2025-03-03,434876910.0,0.5,106.39,102.32
260,2025-03-14,6846,68462,綠茵二,2.7,3.5,5,無擔保,6,2975,100.0,2025-03-12,90.8,81.3,1.02,111.69,101.55,-0.0907,105.38,-0.0565,富邦證券,食品工業,168,4324,1.45,25.74,2025-03-10,297.0,2025-03-25,313493540.0,0.6,135.0,105.38
261,2025-03-20,1474,14743,弘裕三,13.0,3.0,3,無擔保,6,2550,101.5,2025-03-18,14.25,14.5,1.028,98.28,101.5,0.0328,101.81,0.036,兆豐證券,紡織纖維,60,3003,1.18,50.05,2025-03-14,255.0,2025-03-31,253807460.0,0.5,105.3,101.5
262,2025-05-19,6117,61172,迎廣二,9.2,5.0,3,無擔保,7,4250,100.0,2025-05-15,92.0,79.3,1.02,116.02,108.5,-0.0648,110.73,-0.0456,台新證券,電腦及週邊設備業,321,10534,2.48,32.82,2025-05-13,425.0,2025-05-28,470622160.0,0.5,120.0,110.73
263,2025-05-20,1472,14722,三洋實業二,5.3,3.0,3,有擔保,7,2550,100.0,2025-05-16,107.0,102.0,1.025,104.9,108.36,0.033,110.71,0.0554,台新證券,建材營造業,274,8382,3.29,30.59,2025-05-14,255.0,2025-05-29,282319570.0,0.5,115.4,110.71
264,2025-05-28,4555,45554,氣立四,7.0,5.0,3,有擔保,6,4250,102.0,2025-05-26,41.2,44.0,1.048,93.64,102.0,0.0893,103.28,0.103,富邦證券,電機機械,84,4130,0.97,49.17,2025-05-22,425.0,2025-06-09,354244830.0,0.5,107.11,102.0
265,2025-06-04,3653,36535,健策五,14.3,20.0,5,無擔保,3,17012,105.0,2025-06-02,1320.0,1320.9,1.02,99.93,106.61,0.0668,108.37,0.0844,富邦證券,電子零組件業,603,33082,1.94,54.86,2025-05-28,1701.0,2025-06-13,1843635280.0,0.5,200.0,108.37
266,2025-06-05,3617,36173,碩天三,9.4,15.0,3,無擔保,4,12750,100.0,2025-06-03,253.0,305.0,1.147,82.95,100.0,0.2055,100.79,0.2151,富邦證券,其他電子業,185,8825,0.69,47.7,2025-05-29,1275.0,2025-06-16,889471690.0,0.5,270.0,100.0
267,2025-06-06,2351,23511,順德一,18.2,12.0,3,無擔保,5,10200,100.0,2025-06-04,71.3,75.0,1.049,95.07,100.14,0.0534,102.18,0.0748,台新證券,半導體業,279,14593,1.43,52.3,2025-06-02,1020.0,2025-06-17,1042239420.0,0.5,107.51,102.18
268,2025-06-11,1466,14664,聚隆四,11.1,4.0,3,有擔保,7,3400,100.0,2025-06-09,16.8,18.8,1.04,89.36,101.0,0.1302,103.11,0.1539,國票證券,紡織纖維,87,5417,1.59,62.26,2025-06-05,340.0,2025-06-20,350570440.0,0.5,108.0,103.11
269,2025-06-17,6538,65381,倉和一,3.8,3.0,5,無擔保,5,2550,101.0,2025-06-13,108.0,112.0,1.023,96.43,101.3,0.0505,102.54,0.0634,統一證券,電子零組件業,137,3433,1.35,25.06,2025-06-11,255.0,2025-06-26,261474780.0,0.7,106.22,102.54
270,2025-06-19,2247,22472,汎德二,8.1,10.0,3,無擔保,4,8500,101.0,2025-06-17,289.0,297.8,1.025,97.04,101.55,0.0464,102.37,0.0549,群益證券,汽車工業,360,17324,2.04,48.12,2025-06-13,850.0,2025-06-30,870139750.0,0.5,200.0,102.37
271,2025-06-19,2530,25304,華建四,84.0,10.0,3,無擔保,7,7180,100.0,2025-06-17,32.45,32.5,1.023,99.85,100.0,0.0015,100.37,0.0052,凱基證券,建材營造業,174,9585,1.33,55.09,2025-06-13,718.0,2025-06-30,720685010.0,0.5,110.0,100.37
272,2025-07-17,6469,64693,大樹三,15.0,10.0,3,無擔保,4,8650,100.0,2025-07-15,143.5,149.74,1.02,95.83,101.51,0.0592,102.2,0.0664,國泰證券,生技醫療業,462,23446,2.71,50.75,2025-07-11,865.0,2025-07-28,884000790.0,0.5,109.0,102.2
273,2025-07-23,8411,84113,福貞三KY,21.8,12.0,5,有擔保,6,10200,100.0,2025-07-21,13.2,13.4,1.03,98.51,100.0,0.0152,100.49,0.0201,台新證券,其他業,132,9362,0.92,70.92,2025-07-17,1020.0,2025-08-01,940744220.0,0.5,103.6,100.0
274,2025-07-24,6982,69822,大井泵浦二,4.0,2.0,3,無擔保,7,1709,100.0,2025-07-22,62.5,61.8,1.021,101.13,100.0,-0.0112,101.16,0.0003,永豐金證,電機機械,91,1092,0.64,12.0,2025-07-18,170.0,2025-08-04,110470160.0,0.5,109.91,100.0
275,2025-07-24,6843,68431,進典一,3.3,3.0,3,無擔保,6,2700,101.0,2025-07-22,59.8,61.4,1.026,97.39,101.01,0.0371,101.83,0.0455,永豐金證,電機機械,88,2953,1.09,33.56,2025-07-18,270.0,2025-08-04,274946340.0,0.5,105.91,101.83
276,2025-07-25,3131,31312,弘塑二,2.9,10.0,5,無擔保,5,8500,103.0,2025-07-23,1565.0,1649.2,1.02,94.89,109.14,0.1501,110.5,0.1645,凱基證券,其他電子業,1071,41920,4.93,39.14,2025-07-21,850.0,2025-08-05,939217330.0,0.5,120.0,110.5
277,2025-07-28,3167,31672,大量二,8.8,5.0,3,無擔保,6,4661,100.0,2025-07-24,168.0,170.0,1.084,98.82,107.39,0.0867,109.09,0.1039,福邦證券,電機機械,453,17514,3.76,38.66,2025-07-22,466.0,2025-08-06,508448500.0,0.5,133.0,109.09
278,2025-07-28,2641,26418,正德八,32.5,7.8,5,無擔保,6,7020,100.5,2025-07-24,19.5,19.3,1.021,101.04,100.5,-0.0053,101.3,0.0026,群益證券,航運業,112,5987,0.85,53.46,2025-07-22,702.0,2025-08-06,606462730.0,0.5,125.5,100.5
279,2025-08-06,7556,75562,意德士二,2.7,2.0,3,無擔保,6,1800,100.0,2025-08-04,174.0,178.5,1.02,97.48,107.5,0.1028,109.25,0.1208,元大證券,半導體業,314,9261,5.15,29.49,2025-07-31,180.0,2025-08-15,196658740.0,0.5,117.0,109.25
280,2025-08-06,4581,45811,光隆精密一KY,3.4,5.0,3,無擔保,5,4380,100.5,2025-08-04,52.7,56.7,1.025,92.95,100.5,0.0813,100.94,0.086,第一金證,汽車工業,67,3437,0.78,51.3,2025-07-31,438.0,2025-08-15,286362450.0,0.5,107.92,100.5
281,2025-08-19,4558,45581,寶緯一,5.0,3.0,3,有擔保,8,2624,100.0,2025-08-15,27.5,29.8,1.026,92.28,100.1,0.0847,101.17,0.0963,華南永昌,電機機械,105,3368,1.28,32.08,2025-08-13,262.0,2025-08-28,265477880.0,0.5,107.0,101.17
282,2025-08-19,2743,27431,山富一,3.6,3.0,3,無擔保,4,2640,102.0,2025-08-15,106.0,135.0,1.063,78.52,102.0,0.2991,102.31,0.303,國泰證券,觀光餐旅,100,1904,0.72,19.04,2025-08-13,264.0,2025-08-28,194805900.0,0.5,110.0,102.0
283,2025-08-27,6207,62076,雷科六,8.0,2.0,3,無擔保,6,1800,100.0,2025-08-25,57.8,50.6,1.02,114.23,114.0,-0.002,116.21,0.0173,凱基證券,電子零組件業,308,8271,4.6,26.85,2025-08-21,180.0,2025-09-05,209173170.0,0.5,120.15,116.21
284,2025-08-29,5439,54391,高技一,9.3,20.0,5,無擔保,5,17000,101.0,2025-08-27,303.0,300.0,1.033,101.0,110.4,0.0931,111.88,0.1077,凱基證券,電子零組件業,1301,56352,3.31,43.31,2025-08-25,1700.0,2025-09-09,1901965970.0,0.5,220.0,111.88
285,2025-09-09,4168,41684,醣聯四,10.8,5.0,3,有擔保,7,4250,100.0,2025-09-05,26.2,24.0,1.02,109.17,107.4,-0.0162,109.13,-0.0003,統一證券,生技醫療業,369,12074,2.84,32.72,2025-09-03,425.0,2025-09-18,463810420.0,0.5,117.0,109.13
286,2025-09-18,4438,44383,廣越三,10.3,8.0,3,無擔保,4,7120,101.0,2025-09-16,74.3,76.0,1.027,97.76,101.32,0.0364,102.1,0.0444,凱基證券,紡織纖維,290,17431,2.45,60.11,2025-09-12,712.0,2025-09-30,726951650.0,0.5,468.0,102.1
